OBJECTID,DATETIME_,ORIG_FID,LINEARID,FULLNAME,RTTYP,MTFCC,Lat,Lon,currentSpeed,freeFlowSpeed,currentTravelTime,freeFlowTravelTime,confidence,roadClosure,x,y,x_new,y_new
121,38:50.0,270,1.11E+11,I- 780,I,S1100,38.05467924,-122.1466552,108,108,40,40,0.920000017,FALSE,574869.5069,4212226.998,-6161.485308,165.3963261
122,38:50.4,278,1.10E+12,State Rte 128,S,S1200,38.75505715,-122.9708934,114,114,35,35,0.5,FALSE,502528.513,4289604.284,226.2412855,25.37206896
123,38:50.8,279,1.10E+12,State Rte 116,S,S1200,38.28944584,-122.6925764,111,111,61,61,0.939999998,FALSE,526889.6411,4237980.562,-53852.37615,-5129.297961
124,38:51.2,280,1.10E+12,State Rte 121,S,S1200,38.23250584,-122.4601222,85,85,75,75,0.939999998,FALSE,547252.2298,4231748.324,31297.03763,816.5613062
125,38:51.6,284,1.10E+12,State Rte 1,S,S1200,38.33730953,-122.9793012,83,83,80,80,0.5,FALSE,501807.0876,4243238.795,34556.88271,-590.6267114
126,38:52.0,284,1.10E+12,State Rte 1,S,S1200,38.34015667,-123.0464953,46,46,154,154,0.5,FALSE,495934.4133,4243551.146,99057.62878,25326.17605
127,38:52.4,284,1.10E+12,State Rte 1,S,S1200,38.40873331,-123.0965097,58,58,125,125,0.5,FALSE,491573.9434,4251187.037,169039.7391,25216.66475
128,38:52.8,284,1.10E+12,State Rte 1,S,S1200,38.45791466,-123.1412148,63,63,96,96,0.5,FALSE,487686.8892,4256630.36,-6083.462094,475.2296992
129,38:53.2,284,1.10E+12,State Rte 1,S,S1200,38.49555168,-123.2006737,46,46,159,159,0.5,FALSE,482498.5478,4260811.886,-249272.8529,-30836.83949
130,38:53.6,284,1.10E+12,State Rte 1,S,S1200,38.52973914,-123.2666238,63,63,114,114,0.5,FALSE,476761.2796,4264625.899,90877.69651,7780.007427
131,38:54.0,284,1.10E+12,State Rte 1,S,S1200,38.5762406,-123.3342785,60,60,124,124,0.5,FALSE,470880.2294,4269812.698,-296.5426475,-28.62369808
132,38:54.3,284,1.10E+12,State Rte 1,S,S1200,38.63685398,-123.38848,86,86,66,66,0.5,FALSE,466187.5946,4276556.573,-8701.246677,-3168.65138
133,38:54.7,284,1.10E+12,State Rte 1,S,S1200,38.70447075,-123.4428563,75,75,82,82,0.5,FALSE,461496.0847,4284082.25,185127.1876,-6192.254866
134,38:55.1,288,1.10E+12,State Rte 12,S,S1200,38.4281037,-122.7678693,97,97,67,67,0.569999993,FALSE,520259.0332,4253341.461,269020.1459,45593.56078
135,38:55.5,299,1.10E+12,Nimitz Fwy,M,S1100,37.78266615,-122.2393592,102,102,65,65,0.959999979,FALSE,566976.3005,4181980.153,-261507.8015,-34704.74678
136,38:55.9,299,1.10E+12,Nimitz Fwy,M,S1100,37.71626992,-122.1737006,107,107,22,22,0.949999988,FALSE,572824.4532,4174661.431,37989.85819,1005.703228
137,38:56.3,299,1.10E+12,Nimitz Fwy,M,S1100,37.65639663,-122.1013296,107,107,34,34,0.949999988,FALSE,579268.1287,4168083.795,-101222.2155,2758.078898
138,38:56.7,299,1.10E+12,Nimitz Fwy,M,S1100,37.57792353,-122.0478863,111,111,23,23,0.949999988,FALSE,584067.4299,4159408.232,99713.18741,-4558.380679
139,38:57.1,299,1.10E+12,Nimitz Fwy,M,S1100,37.51643789,-121.9784858,107,107,54,54,0.949999988,FALSE,590269.3153,4152660.233,-107554.7306,3963.563378
140,38:57.5,324,1.10E+12,Eastshore Fwy,M,S1100,37.99504089,-122.2909237,109,109,58,58,0.959999979,FALSE,562261.0027,4205510.991,3385.121607,-5890.359594
141,38:57.9,354,1.10E+12,State Rte 84,S,S1200,37.31262015,-122.3139855,83,83,85,85,0.5,FALSE,560794.4782,4129781.429,36795.62623,-12047.86973
142,38:58.3,354,1.10E+12,State Rte 84,S,S1200,37.3462757,-122.267528,72,72,96,96,0.5,FALSE,564875.9832,4133543.291,-20161.70173,6289.269339
143,38:58.7,354,1.10E+12,State Rte 84,S,S1200,37.39827365,-122.2560087,47,47,105,105,0.5,FALSE,565852.2522,4139320.517,9210.508942,107.3564019
144,38:59.1,360,1.10E+12,Bayfront Expy,M,S1200,37.48586855,-122.143393,57,57,47,47,0.970000029,FALSE,575736.6519,4149122.283,-20246.99151,2720.249172
145,38:59.5,366,1.10E+12,State Rte 82,S,S1200,37.65987028,-122.4416457,29,54,76,41,0.610000014,FALSE,549251.5384,4168229.838,-168215.5283,575.1185186
146,38:59.9,369,1.10E+12,Pacheco Pass Hwy,M,S1200,37.03305875,-121.3216318,112,112,60,60,0.949999988,FALSE,649277.977,4099859.774,-172.0730733,29.44579993
147,39:00.3,369,1.10E+12,Pacheco Pass Hwy,M,S1200,37.0601205,-121.2361296,112,112,62,62,0.939999998,FALSE,656828.3392,4102997.32,-93500.13409,-870.0230373
148,39:00.7,375,1.10E+12,Bayshore Fwy,M,S1200,37.40347946,-122.0489672,108,108,29,29,0.949999988,FALSE,584176.6795,4140060.796,226454.7722,-13737.5052
149,39:01.1,375,1.10E+12,Bayshore Fwy,M,S1200,37.37987148,-121.9568688,109,109,41,41,0.930000007,FALSE,592357.3572,4137526.38,565188.0021,3364.126863
150,39:01.5,376,1.10E+12,Junipero Serra Fwy,M,S1100,37.35931728,-122.1191202,113,113,27,27,0.790000021,FALSE,578010.1223,4135097.911,-9393.98662,-31.929285
151,39:01.9,376,1.10E+12,Junipero Serra Fwy,M,S1100,37.33424,-122.0327045,116,116,22,22,0.829999983,FALSE,585686.9094,4132396.464,-675650.7846,2866.08056
152,39:02.3,376,1.10E+12,Junipero Serra Fwy,M,S1100,37.31714949,-121.9415652,110,110,25,25,0.920000017,FALSE,593780.9927,4130573.452,91898.55537,-455.0353721
153,39:02.6,379,1.10E+12,State Rte 82,S,S1200,37.39189107,-122.0953684,22,22,12,12,0.949999988,FALSE,580072.6746,4138733.714,6872.665865,1687.074472
154,39:03.0,379,1.10E+12,State Rte 82,S,S1200,37.35213731,-122.0104992,43,43,55,55,0.800000012,FALSE,587634.3463,4134394.124,160063.2941,18183.79279
155,39:03.4,382,1.10E+12,I- 680,I,S1100,37.41314033,-121.8798369,118,118,34,34,0.930000007,FALSE,599127.7886,4141288.254,16560.58321,2146.733411
156,39:03.8,393,1.11E+12,State Rte 113,S,S1200,38.27872073,-121.8053064,93,93,66,66,0.5,FALSE,604494.0869,4237412.097,-2227.882535,-242.6418036
157,39:04.2,393,1.11E+12,State Rte 113,S,S1200,38.35565121,-121.8230912,90,90,32,32,0.5,FALSE,602826.3354,4245939.228,122756.0891,-7028.226977
158,39:04.6,393,1.11E+12,State Rte 113,S,S1200,38.4507816,-121.8224504,50,50,70,70,0.949999988,FALSE,602755.4172,4256505.572,-3467.278093,-354.5698193
159,39:05.0,395,1.11E+11,Rio Vista Rd,M,S1200,38.22847914,-121.9606002,102,102,43,43,0.879999995,FALSE,590980.516,4231681.079,-2.30E-07,6.09E-09
160,39:05.4,399,1.11E+11,I- 505,I,S1100,38.46795046,-121.9434347,122,122,49,49,0.879999995,FALSE,592172.1737,4258280.658,91378.77523,-9059.513972
161,39:05.8,400,1.11E+11,I- 80,I,S1100,38.06632988,-122.2266687,106,106,35,35,0.949999988,FALSE,567833.2062,4213452.235,46341.71992,-17447.87602
162,39:06.4,406,1.10E+12,Sears Point Rd,M,S1200,38.15049214,-122.3841184,95,95,74,74,0.930000007,FALSE,553963.2566,4222694.65,1633.822322,-323.844282
163,39:06.8,409,1.10E+12,State Rte 128,S,S1200,38.76741939,-122.994327,115,115,57,57,0.5,FALSE,500491.9566,4290978.788,-42048.7663,11193.06188
164,39:07.2,415,1.10E+12,Sonoma Hwy,M,S1200,38.37492078,-122.5134881,88,88,77,77,0.939999998,FALSE,542494.9848,4247522.391,95446.0733,12284.87932
165,39:07.6,415,1.10E+12,Sonoma Hwy,M,S1200,38.43635342,-122.5803389,87,87,36,36,0.5,FALSE,536626.1335,4254306.855,35042.80169,1853.343428
166,39:08.0,432,1.10E+12,I- 680,I,S1100,37.53675638,-121.9305295,101,101,37,37,0.949999988,FALSE,594488.8657,4154948.857,14519.53487,8528.616986
167,39:08.4,432,1.10E+12,I- 680,I,S1100,37.60000732,-121.8727866,113,113,53,53,0.910000026,FALSE,599500.3908,4162044.304,-4824.880405,516.0283861
168,39:08.8,432,1.10E+12,I- 680,I,S1100,37.68101645,-121.9147303,113,113,46,46,0.939999998,FALSE,595705.6697,4170987.097,-203234.6322,1396.82902
169,39:09.2,434,1.10E+12,Macarthur Fwy,M,S1100,37.76693317,-122.1526124,110,110,64,64,0.949999988,FALSE,574634.9157,4180291.941,-219743.8546,435.5108718
170,39:09.6,434,1.10E+12,Macarthur Fwy,M,S1100,37.80609239,-122.2363883,113,113,42,42,0.949999988,FALSE,567218.472,4184575.934,-374923.6949,25127.77224
171,39:10.0,455,1.10E+12,US Hwy 101,U,S1200,37.90270092,-122.5155863,47,47,13,13,0.5,FALSE,542592.6424,4195131.754,26318.76288,3093.883318
172,39:10.4,455,1.10E+12,US Hwy 101,U,S1200,37.98574174,-122.5243541,103,103,71,71,0.860000014,FALSE,541772.9416,4204337.657,-50121.56772,-8375.21168
173,39:10.8,455,1.10E+12,US Hwy 101,U,S1200,38.06970332,-122.5387339,111,111,59,59,0.949999988,FALSE,540461.8082,4213649.65,1515.130367,54.19411942
174,39:11.2,455,1.10E+12,US Hwy 101,U,S1200,38.15450234,-122.5678035,109,109,59,59,0.949999988,FALSE,537864.3055,4223043.894,173301.5163,2576.359597
175,39:11.6,467,1.10E+12,State Hwy 29,S,S1200,38.34359162,-122.3263474,75,75,89,89,0.949999988,FALSE,558871.6256,4244164.423,187461.4015,1134.329075
176,39:12.0,467,1.10E+12,State Hwy 29,S,S1200,38.38673073,-122.3500707,101,101,46,46,0.899999976,FALSE,556757.8665,4248924.13,667441.7389,1477.345971
177,39:12.4,467,1.10E+12,State Hwy 29,S,S1200,38.30483813,-122.3042499,101,101,13,13,0.939999998,FALSE,560834.8656,4239871.448,48.84520227,501.6167016
178,39:12.8,474,1.11E+12,State Hwy 1,S,S1200,37.7190211,-122.4744858,39,39,49,49,0.959999979,FALSE,546313.0311,4174781.61,94047.86508,913.5656054
179,39:13.2,474,1.11E+12,State Hwy 1,S,S1200,37.80045755,-122.4693977,79,79,39,39,0.959999979,FALSE,546708.3129,4183810.903,-60803.97967,-272.0370866
180,39:13.6,503,1.10E+12,Junipero Serra Fwy,M,S1100,37.5027735,-122.3313416,117,117,56,56,0.899999976,FALSE,559103.6118,4150849.806,-180542.8586,-1091.905066
181,39:14.0,503,1.10E+12,Junipero Serra Fwy,M,S1100,37.56988578,-122.3959365,116,116,52,52,0.939999998,FALSE,553353.4115,4158266.71,-212201.6202,1566.958776
182,39:14.5,503,1.10E+12,Junipero Serra Fwy,M,S1100,37.64293562,-122.4452765,107,107,46,46,0.949999988,FALSE,548945.0909,4166338.66,66840.73148,1394.042263
183,39:14.9,504,1.10E+12,US Hwy 101,U,S1200,37.62233669,-122.4002419,105,105,42,42,0.939999998,FALSE,552928.1842,4164081.036,77039.58829,3305.002771
184,39:15.4,504,1.10E+12,US Hwy 101,U,S1200,37.57813644,-122.3217715,107,107,56,56,0.949999988,FALSE,559884.8317,4159225.492,-174073.5193,209.3125464
185,39:15.8,504,1.10E+12,US Hwy 101,U,S1200,37.5118854,-122.253652,110,110,40,40,0.949999988,FALSE,565963.103,4151923.946,-84088.80289,-4512.204786
186,39:16.2,504,1.10E+12,US Hwy 101,U,S1200,37.47629738,-122.1677074,110,110,49,49,0.949999988,FALSE,573587.6216,4148039.785,-223983.6042,3275.652339
187,39:16.6,505,1.10E+12,Bayshore Fwy,M,S1200,37.55986166,-122.3023146,107,107,42,42,0.949999988,FALSE,561619.0762,4157213.369,2830.811434,421.7836915
188,39:17.0,505,1.10E+12,Bayshore Fwy,M,S1200,37.49607595,-122.2325639,107,107,37,37,0.949999988,FALSE,567843.7897,4150185.126,-138741.5449,-5973.515618
189,39:17.4,505,1.10E+12,Bayshore Fwy,M,S1200,37.46263289,-122.1448313,108,108,26,26,0.930000007,FALSE,575630.5159,4146547.909,17532.72011,1058.160008
190,39:17.8,506,1.10E+12,el Camino Real,M,S1200,37.49911953,-122.2505153,47,47,69,69,0.959999979,FALSE,566249.5318,4150504.105,253318.1239,1369.727981
191,39:18.1,507,1.10E+12,J Arthur Younger Fwy,M,S1200,37.524192,-122.3323383,104,104,29,29,0.5,FALSE,559000.2827,4153246.318,71864.12261,15633.8351
192,39:18.6,517,1.10E+12,Sinclair Fwy,M,S1100,37.33988343,-121.8517538,83,83,15,15,0.959999979,FALSE,601716.6417,4133199.033,93542.19271,-2944.727511
193,39:19.0,517,1.10E+12,Sinclair Fwy,M,S1100,37.41348105,-121.8802914,115,115,35,35,0.910000026,FALSE,599084.0144,4141335.142,-135896.6258,6049.151675
194,39:19.4,519,1.10E+12,Bayshore Fwy,M,S1200,37.40365814,-122.0488542,108,108,29,29,0.959999979,FALSE,584181.8767,4140081.165,368916.1252,-3127.10713
195,39:19.8,519,1.10E+12,Bayshore Fwy,M,S1200,37.38005403,-121.9567521,109,109,36,36,0.949999988,FALSE,592362.4615,4137553.526,-66077.9814,-449.0050534
196,39:20.2,520,1.10E+12,State Rte 87,S,S1200,37.30062195,-121.8761736,108,108,23,23,0.889999986,FALSE,599605.6754,4128825.687,172563.6231,-1999.698836
197,39:20.6,523,1.10E+12,Nimitz Fwy,M,S1100,37.3633275,-121.9022183,100,100,11,11,0.939999998,FALSE,597209.762,4135739.312,98.70511661,28.71120709
198,39:20.9,540,1.10E+12,I- 80,I,S1100,38.47224901,-121.8249607,117,117,60,60,0.930000007,FALSE,602506.8072,4258873.277,-2.22E-08,-7.58E-09
199,39:21.4,540,1.10E+12,I- 80,I,S1100,38.41418726,-121.9003192,116,116,53,53,0.949999988,FALSE,596002.6188,4252357.852,-16753.15345,-862.198347
200,39:21.8,540,1.10E+12,I- 80,I,S1100,38.35683233,-121.976108,113,113,39,39,0.939999998,FALSE,589465.8301,4245908.672,-22276.96413,194.2052784
201,39:22.2,540,1.10E+12,I- 80,I,S1100,38.29296399,-122.0342951,115,115,39,39,0.949999988,FALSE,584446.9481,4238776.447,4645.223292,-62.93542736
202,39:22.6,540,1.10E+12,I- 80,I,S1100,38.23427878,-122.1055942,112,112,45,45,0.949999988,FALSE,578275.8116,4232191.837,-53063.46862,4144.78887
203,39:23.0,540,1.10E+12,I- 80,I,S1100,38.18258723,-122.1842921,117,117,47,47,0.949999988,FALSE,571446.0733,4226398.849,69786.42002,-1336.028396
204,39:23.4,541,1.11E+11,State Rte 12,S,S1200,38.2433826,-122.0061072,78,78,38,38,0.949999988,FALSE,586971.9655,4233303.289,54.42686473,-7.466157907
205,39:23.8,542,1.11E+11,State Rte 12,S,S1200,38.2431705,-122.0027578,79,79,42,42,0.959999979,FALSE,587271.3616,4233279.416,758.7443778,979.2053542
206,39:24.2,546,1.11E+11,I- 505,I,S1100,38.43183761,-121.9423396,121,121,52,52,0.910000026,FALSE,592314.1257,4254265.51,79572.07003,-61.92710178
207,39:24.6,551,1.10E+12,State Rte 116,S,S1200,38.26310979,-122.6580541,107,107,53,53,0.949999988,FALSE,529910.8685,4235065.488,-3215.901176,210.7378802
208,39:25.0,571,1.10E+12,State Rte 13,S,S1200,37.849686,-122.2304966,68,68,15,15,0.939999998,FALSE,567705.1859,4189415.412,-20980.53569,1424.885611
209,39:25.4,572,1.10E+12,State Rte 84,S,S1200,37.59567384,-121.9042625,78,78,82,82,0.5,FALSE,596736.6725,4161523.948,-7286.638816,25.6653072
210,39:25.8,573,1.10E+12,I- 880,I,S1100,37.52216512,-121.9872485,111,111,16,16,0.939999998,FALSE,589496.4496,4153295.263,-158534.3771,-7884.926214
211,39:26.2,573,1.10E+12,I- 880,I,S1100,37.58703678,-122.0527488,110,110,53,53,0.959999979,FALSE,583642.1266,4160426.569,-243467.1251,-2120.329513
212,39:26.6,573,1.10E+12,I- 880,I,S1100,37.66512819,-122.1070231,101,101,24,24,0.959999979,FALSE,578758.3428,4169033.836,22819.54843,50430.77616
213,39:27.0,573,1.10E+12,I- 880,I,S1100,37.72348692,-122.1813218,107,107,41,41,0.949999988,FALSE,572155.795,4175454.695,-11735.1596,-141.4864759
214,39:27.4,573,1.10E+12,I- 880,I,S1100,37.78756259,-122.2486599,104,104,67,67,0.949999988,FALSE,566160.4892,4182501.798,86420.97462,1679.681217
215,39:27.8,574,1.10E+12,Nimitz Fwy,M,S1100,37.78574677,-122.244593,104,104,67,67,0.949999988,FALSE,566521.9878,4182328.631,68472.64923,1437.641995
216,39:28.2,574,1.10E+12,Nimitz Fwy,M,S1100,37.72034207,-122.178161,109,109,8,8,0.949999988,FALSE,572433.2701,4175098.192,-3101.83883,-63.28153442
217,39:28.6,574,1.10E+12,Nimitz Fwy,M,S1100,37.66134024,-122.1046698,101,101,12,12,0.959999979,FALSE,578966.9123,4168615.935,-11896.85328,999.4393849
218,39:29.0,574,1.10E+12,Nimitz Fwy,M,S1100,37.58333962,-122.0502617,110,110,53,53,0.959999979,FALSE,583867.3141,4160008.952,-13403.14424,211.614481
219,39:29.4,574,1.10E+12,Nimitz Fwy,M,S1100,37.52002394,-121.9833427,110,110,50,50,0.939999998,FALSE,589844.2699,4153055.206,-222378.5268,5906.281877
220,39:29.8,578,1.10E+12,Mission Blvd,M,S1200,37.62229699,-122.038319,51,51,63,63,0.959999979,FALSE,584873.8617,4164346.805,-6859.259619,-65.77664124
221,39:30.2,578,1.10E+12,Mission Blvd,M,S1200,37.56767563,-121.9633799,56,56,63,63,0.5,FALSE,591544.371,4158356.354,272501.3327,-702.1559997
222,39:30.6,604,1.10E+12,State Rte 24,S,S1200,37.89122177,-122.1335495,113,113,49,49,0.959999979,FALSE,576189.5172,4194108.64,96759.45896,-316.001072
223,39:31.0,606,1.10E+12,Eastshore Fwy,M,S1100,37.99192634,-122.307715,109,109,51,51,0.930000007,FALSE,560789.8987,4205140.975,243998.0752,10.41971912
224,39:31.4,608,1.10E+12,US Hwy 101,U,S1200,38.10698202,-122.5631341,112,112,21,21,0.959999979,FALSE,538300.806,4217790.614,754.3813293,135.2696908
225,39:31.8,608,1.10E+12,US Hwy 101,U,S1200,38.02539971,-122.5383314,110,110,63,63,0.949999988,FALSE,540528.993,4208746.873,-138923.081,25.83993499
226,39:32.2,608,1.10E+12,US Hwy 101,U,S1200,37.94666832,-122.5139026,106,106,29,29,0.939999998,FALSE,542706.6945,4200015.057,-42890.91494,-128.3765938
227,39:32.6,609,1.10E+11,Shoreline Hwy,M,S1200,38.16965502,-122.896847,60,60,123,123,0.5,FALSE,509039.5158,4224646.969,-94892.69968,150.8471323
228,39:33.0,609,1.10E+11,Shoreline Hwy,M,S1200,38.23903784,-122.9061294,61,61,102,102,0.5,FALSE,508213.7215,4232346.109,202150.0578,1459.341299
229,39:33.4,614,1.11E+11,State Hwy 128,S,S1200,38.50316123,-122.2893374,61,61,115,115,0.5,FALSE,561967.3241,4261898.966,-11982.53607,1705.495878
230,39:33.8,614,1.11E+11,State Hwy 128,S,S1200,38.48325225,-122.357347,59,59,89,89,0.519999981,FALSE,556054.1507,4259633.944,19458.56733,739.7549425
231,39:34.2,614,1.11E+11,State Hwy 128,S,S1200,38.46066832,-122.4194609,62,62,89,89,0.5,FALSE,550661.3404,4257092.147,-396.1361186,-37.61375979
232,39:34.6,615,1.11E+11,Sage Canyon Rd,M,S1200,38.48965834,-122.3214551,63,63,105,105,0.5,FALSE,559179.096,4260367.532,-14003.31615,-202.0091425
233,39:35.0,615,1.11E+11,Sage Canyon Rd,M,S1200,38.49709277,-122.2537521,73,73,73,73,0.5,FALSE,565075.6467,4261232.712,80491.36761,1380.411012
234,39:35.4,616,1.11E+11,State Hwy 128,S,S1200,38.45565143,-122.1527964,78,78,69,69,0.5,FALSE,573926.5858,4256717.079,-2380.489383,-598.4274371
235,39:35.8,619,1.10E+12,State Hwy 121,S,S1200,38.36326756,-122.2019742,51,51,165,165,0.5,FALSE,569722.9571,4246425.026,81607.70821,-1848.878564
236,39:36.2,619,1.10E+12,State Hwy 121,S,S1200,38.44222336,-122.2014884,59,59,93,93,0.5,FALSE,569684.349,4255195.86,-43559.2473,-483.7923143
237,39:36.6,640,1.10E+12,State Rte 35,S,S1100,37.53025338,-122.3606526,118,118,30,30,0.920000017,FALSE,556493.3054,4153892.542,-47784.44073,-1148.824606
238,39:37.0,642,1.10E+12,Cabrillo Hwy,M,S1200,37.52512017,-122.5110808,81,81,40,40,0.949999988,FALSE,543197.6718,4153237.195,11768.04238,113.3265222
239,39:37.4,649,1.10E+12,State Rte 84,S,S1200,37.48443669,-122.1837602,107,107,13,13,0.939999998,FALSE,572160.4096,4148934.75,-15758.53086,649.4048322
240,39:37.8,652,1.10E+12,I- 280,I,S1100,37.70512861,-122.4710226,104,104,33,33,0.959999979,FALSE,546628.4392,4173225.841,-15221.97191,1216.025382
241,39:38.2,660,1.10E+12,US Hwy 101,U,S1200,37.40365814,-122.0488542,108,108,29,29,0.949999988,FALSE,584181.8767,4140081.165,71.51626948,-43.25073355
242,39:38.6,660,1.10E+12,US Hwy 101,U,S1200,37.38005403,-121.9567521,109,109,36,36,0.949999988,FALSE,592362.4615,4137553.526,-6835.707114,246.8036067
243,39:39.0,660,1.10E+12,US Hwy 101,U,S1200,37.35477206,-121.8666644,113,113,29,29,0.939999998,FALSE,600377.4171,4134848.906,13619.19025,-1229.761805
244,39:39.4,660,1.10E+12,US Hwy 101,U,S1200,37.28255413,-121.808689,114,114,55,55,0.939999998,FALSE,605603.2759,4126874.121,-2326.257111,-5852.80682
245,39:39.8,660,1.10E+12,US Hwy 101,U,S1200,37.22385227,-121.7387032,119,119,49,49,0.939999998,FALSE,611896.1574,4120453.896,63994.88961,-34351.74424
246,39:40.2,660,1.10E+12,US Hwy 101,U,S1200,37.16464397,-121.6649994,118,118,60,60,0.930000007,FALSE,618530.1127,4113975.163,34898.87603,32913.82432
247,39:40.6,660,1.10E+12,US Hwy 101,U,S1200,37.09443341,-121.6022621,107,107,60,60,0.949999988,FALSE,624226.7538,4106268.341,54414.34842,770.9393519
248,39:40.9,660,1.10E+12,US Hwy 101,U,S1200,37.0095714,-121.559459,112,112,44,44,0.949999988,FALSE,628166.3575,4096919.495,926.0497873,17.8303801
249,39:41.4,660,1.10E+12,US Hwy 101,U,S1200,36.9186683,-121.5476179,110,110,70,70,0.959999979,FALSE,629368.3623,4086839.275,-166822.0029,13493.64002
250,39:41.8,661,1.10E+12,US Hwy 101,U,S1200,37.09479408,-121.6028958,117,117,51,51,0.939999998,FALSE,624155.5396,4106314.704,-17206.73847,4293.148307
251,39:42.2,661,1.10E+12,US Hwy 101,U,S1200,37.16496753,-121.6656996,117,117,42,42,0.939999998,FALSE,618464.4137,4114021.649,61458.60854,59112.16012
252,39:42.6,661,1.10E+12,US Hwy 101,U,S1200,37.22409252,-121.7395037,117,117,48,48,0.949999988,FALSE,611825.4011,4120480.045,-13187.86053,-12606.87644
253,39:43.0,661,1.10E+12,US Hwy 101,U,S1200,37.28302868,-121.8091599,113,113,62,62,0.949999988,FALSE,605569.9582,4126941.428,-3325.17576,-1051.212889
254,39:43.4,661,1.10E+12,US Hwy 101,U,S1200,37.35505912,-121.8673581,110,110,7,7,0.930000007,FALSE,600312.3061,4134868.443,101.1432947,49.5749088
255,39:43.8,661,1.10E+12,US Hwy 101,U,S1200,37.38006531,-121.9575366,109,109,41,41,0.930000007,FALSE,592292.2127,4137552.749,-16161.02941,-3806.636899
256,39:44.2,661,1.10E+12,US Hwy 101,U,S1200,37.40362213,-122.0496478,108,108,29,29,0.949999988,FALSE,584111.6504,4140080.457,-17607.22095,754.8641096
257,39:44.6,665,1.10E+12,Sinclair Fwy,M,S1100,37.33966319,-121.8517061,109,109,10,10,0.899999976,FALSE,601716.8886,4133178.718,-28496.77835,-23265.0422
258,39:44.9,665,1.10E+12,Sinclair Fwy,M,S1100,37.4132057,-121.8798562,118,118,34,34,0.829999983,FALSE,599122.0654,4141315.276,11015.67762,-50670.59031
259,39:45.3,667,1.10E+12,State Rte 87,S,S1200,37.33903073,-121.8986211,106,106,15,15,0.959999979,FALSE,597559.9332,4133061.487,7340.406682,-84419.37744
260,39:45.7,668,1.10E+12,Junipero Serra Fwy,M,S1100,37.33446247,-122.031306,115,115,23,23,0.879999995,FALSE,585811.0622,4132418.053,-40027.1737,1860.855018
261,39:46.2,668,1.10E+12,Junipero Serra Fwy,M,S1100,37.35854933,-122.1182674,115,115,31,31,0.920000017,FALSE,578081.2117,4135010.538,52455.37097,1168.108251
262,39:46.6,668,1.10E+12,Junipero Serra Fwy,M,S1100,37.40871572,-122.1930491,118,118,25,25,0.870000005,FALSE,571417.6186,4140517.501,-22437.07525,-12024.19123
263,39:47.0,669,1.10E+12,State Rte 82,S,S1200,37.39197947,-122.0952126,47,47,58,58,0.959999979,FALSE,580088.6883,4138754.184,5073.267317,-3329.050908
264,39:47.4,669,1.10E+12,State Rte 82,S,S1200,37.35227076,-122.0103171,36,36,80,80,0.949999988,FALSE,587650.3506,4134414.608,1506.820463,1334.034652
265,39:47.8,671,1.10E+12,State Rte 82,S,S1200,37.25715793,-121.8051387,55,55,25,25,0.959999979,FALSE,605958.095,4124061.19,6607.634979,96.7598844
266,39:48.2,691,1.10E+12,State Rte 37,S,S1200,38.12265982,-122.3145077,93,93,76,76,0.939999998,FALSE,560082.6063,4219649.274,-37.63552752,-76.32713528
267,39:48.6,692,1.10E+12,US Hwy 101,U,S1200,38.25741572,-122.647556,108,108,53,53,0.920000017,FALSE,530831.6431,4234445.882,-7784.449518,1166.361527
268,39:49.0,692,1.10E+12,US Hwy 101,U,S1200,38.31969787,-122.713904,114,114,30,30,0.949999988,FALSE,525005.7664,4241326.862,-110.1685897,-2.792719886
269,39:49.4,692,1.10E+12,US Hwy 101,U,S1200,38.41356697,-122.7159139,93,109,22,19,0.959999979,FALSE,524802.9331,4251755.864,-634.9232914,-2889.08798
270,39:49.8,692,1.10E+12,US Hwy 101,U,S1200,38.49403829,-122.7531417,113,113,13,13,0.930000007,FALSE,521528.6508,4260665.911,-9702.257498,-1366.115558
271,39:50.2,692,1.10E+12,US Hwy 101,U,S1200,38.55996165,-122.8211179,113,113,44,44,0.889999986,FALSE,515585.0978,4267953.056,-26.58241755,8.944677366
272,39:50.6,692,1.10E+12,US Hwy 101,U,S1200,38.62907965,-122.8779026,111,111,26,26,0.870000005,FALSE,510624.0828,4275625.158,-12935.21439,1358.210396
273,39:51.0,692,1.10E+12,US Hwy 101,U,S1200,38.70619722,-122.9075831,115,115,60,60,0.5,FALSE,508033.5136,4284189.674,16299.80693,1270.524579
274,39:51.4,692,1.10E+12,US Hwy 101,U,S1200,38.7611733,-122.9821252,115,115,62,62,0.5,FALSE,501552.5702,4290288.092,1.450470015,-0.263406646
275,39:51.8,692,1.10E+12,US Hwy 101,U,S1200,38.83847426,-123.0206944,106,106,47,47,0.879999995,FALSE,498203.1056,4298855.868,-352.4924284,30.32737939
276,39:52.2,693,1.10E+12,US Hwy 101,U,S1200,38.25731938,-122.6477673,107,107,53,53,0.949999988,FALSE,530821.0406,4234425.524,3417.932808,441.298501
277,39:52.6,693,1.10E+12,US Hwy 101,U,S1200,38.31962362,-122.7141699,111,111,34,34,0.949999988,FALSE,524989.7602,4241326.812,-1610.723109,1360.116704
278,39:53.0,693,1.10E+12,US Hwy 101,U,S1200,38.41350183,-122.7161359,110,110,11,11,0.939999998,FALSE,524781.6817,4251735.481,515.7120101,-28.83859237
